quotation,speaker,cantica,canto
uhi,blank,Purgatorio,16
Frate lo mondo è cieco e tu vien ben da lui Voi che vivete ogne cagion recate pur suso al cielo pur come se tutto movesse seco di necessitate Se così fosse in voi fora distrutto libero arbitrio e non fora giustizia per ben letizia e per male aver lutto Lo cielo i vostri movimenti inizia non dico tutti ma posto ch'i' 'l dica lume v'è dato a bene e a malizia e libero voler che se fatica ne le prime battaglie col ciel dura poi vince tutto se ben si notrica A maggior forza e a miglior natura liberi soggiacete e quella cria la mente in voi che 'l ciel non ha in sua cura Però se 'l mondo presente disvia in voi è la cagione in voi si cheggia e io te ne sarò or vera spia Esce di mano a lui che la vagheggia prima che sia a guisa di fanciulla che piangendo e ridendo pargoleggia l'anima semplicetta che sa nulla salvo che mossa da lieto fattore volontier torna a ciò che la trastulla Di picciol bene in pria sente sapore quivi s'inganna e dietro ad esso corre se guida o fren non torce suo amore Onde convenne legge per fren porre convenne rege aver che discernesse de la vera cittade almen la torre Le leggi son ma chi pon mano ad esse Nullo però che 'l pastor che procede rugumar può ma non ha l'unghie fesse per che la gente che sua guida vede pur a quel ben fedire ond' ella è ghiotta di quel si pasce e più oltre non chiede Ben puoi veder che la mala condotta è la cagion che 'l mondo ha fatto reo e non natura che 'n voi sia corrotta Soleva Roma che 'l buon mondo feo due soli aver che l'una e l'altra strada facean vedere e del mondo e di Deo L'un l'altro ha spento ed è giunta la spada col pasturale e l'un con l'altro insieme per viva forza mal convien che vada però che giunti l'un l'altro non teme se non mi credi pon mente a la spiga ch'ogn' erba si conosce per lo seme In sul paese ch'Adice e Po riga solea valore e cortesia trovarsi prima che Federigo avesse briga or può sicuramente indi passarsi per qualunque lasciasse per vergogna di ragionar coi buoni o d'appressarsi Ben v'èn tre vecchi ancora in cui rampogna l'antica età la nova e par lor tardo che Dio a miglior vita li ripogna Currado da Palazzo e 'l buon Gherardo e Guido da Castel che mei si noma francescamente il semplice Lombardo Dì oggimai che la Chiesa di Roma per confondere in sé due reggimenti cade nel fango e sé brutta e la soma,blank,Purgatorio,16
O Marco mio,blank,Purgatorio,16
bene argomenti e or discerno perchè dal retaggio li figli di Levì furono essenti Ma qual Gherardo è quel che tu per saggio di' ch'è rimaso de la gente spenta in rimprovèro del secol selvaggio,blank,Purgatorio,16
O tuo parlar m'inganna o el mi tenta,blank,Purgatorio,16
ché parlandomi tosco par che del buon Gherardo nulla senta Per altro sopranome io nol conosco s'io nol togliessi da sua figlia Gaia Dio sia con voi ché più non vegno vosco Vedi l'albor che per lo fummo raia già biancheggiare e me convien partirmi l'angelo è ivi prima ch'io li paia,blank,Purgatorio,16
O regina perché per ira hai voluto esser nulla Ancisa t'hai per non perder Lavina or m'hai perduta Io son essa che lutto madre a la tua pria ch'a l'altrui ruina,blank,Purgatorio,17
Qui si monta,blank,Purgatorio,17
Questo è divino spirito che ne la via da ir sù ne drizza sanza prego e col suo lume sé medesmo cela Sì fa con noi come l'uom si fa sego ché quale aspetta prego e l'uopo vede malignamente già si mette al nego Or accordiamo a tanto invito il piede procacciam di salir pria che s'abbui ché poi non si poria se 'l dì non riede,blank,Purgatorio,17
Beati pacifici che son sanz' ira mala,blank,Purgatorio,17
O virtù mia perché sì ti dilegue,blank,Purgatorio,17
Dolce mio padre dì quale offensione si purga qui nel giro dove semo Se i piè si stanno non stea tuo sermone,blank,Purgatorio,17
L'amor del bene scemo del suo dover quiritta si ristora qui si ribatte il mal tardato remo Ma perché più aperto intendi ancora volgi la mente a me e prenderai alcun buon frutto di nostra dimora,blank,Purgatorio,17
Né creator né creatura mai,blank,Purgatorio,17
figliuol fu sanza amore o naturale o d'animo e tu 'l sai Lo naturale è sempre sanza errore ma l'altro puote errar per malo obietto o per troppo o per poco di vigore Mentre ch'elli è nel primo ben diretto e ne' secondi sé stesso misura esser non può cagion di mal diletto ma quando al mal si torce o con più cura o con men che non dee corre nel bene contra 'l fattore adovra sua fattura Quinci comprender puoi ch'esser convene amor sementa in voi d'ogne virtute e d'ogne operazion che merta pene Or perché mai non può da la salute amor del suo subietto volger viso da l'odio proprio son le cose tute e perché intender non si può diviso e per sé stante alcuno esser dal primo da quello odiare ogne effetto è deciso Resta se dividendo bene stimo che 'l mal che s'ama è del prossimo ed esso amor nasce in tre modi in vostro limo É chi per esser suo vicin soppresso spera eccellenza e sol per questo brama ch'el sia di sua grandezza in basso messo è chi podere grazia onore e fama teme di perder perch' altri sormonti onde s'attrista sì che 'l contrario ama ed è chi per ingiuria par ch'aonti sì che si fa de la vendetta ghiotto e tal convien che 'l male altrui impronti Questo triforme amor qua giù di sotto si piange or vo' che tu de l'altro intende che corre al ben con ordine corrotto Ciascun confusamente un bene apprende nel qual si queti l'animo e disira per che di giugner lui ciascun contende Se lento amore a lui veder vi tira o a lui acquistar questa cornice dopo giusto penter ve ne martira Altro ben è che non fa l'uom felice non è felicità non è la buona essenza d'ogne ben frutto e radice L'amor ch'ad esso troppo s'abbandona di sovr' a noi si piange per tre cerchi ma come tripartito si ragiona tacciolo acciò che tu per te ne cerchi,blank,Purgatorio,17
Forse lo troppo dimandar ch'io fo li grava,blank,Purgatorio,18
Maestro il mio veder s'avviva sì nel tuo lume ch'io discerno chiaro quanto la tua ragion parta o descriva Però ti prego dolce padre caro che mi dimostri amore a cui reduci ogne buono operare e 'l suo contraro,blank,Purgatorio,18
Drizza,blank,Purgatorio,18
ver' me l'agute luci de lo 'ntelletto e fieti manifesto l'error de' ciechi che si fanno duci L'animo ch'è creato ad amar presto ad ogne cosa è mobile che piace tosto che dal piacere in atto è desto Vostra apprensiva da esser verace tragge intenzione e dentro a voi la spiega sì che l'animo ad essa volger face e se rivolto inver' di lei si piega quel piegare è amor quell' è natura che per piacer di novo in voi si lega Poi come 'l foco movesi in altura per la sua forma ch'è nata a salire là dove più in sua matera dura così l'animo preso entra in disire ch'è moto spiritale e mai non posa fin che la cosa amata il fa gioire Or ti puote apparer quant' è nascosa la veritate a la gente ch'avvera ciascun amore in sé laudabil cosa però che forse appar la sua matera sempre esser buona ma non ciascun segno è buono ancor che buona sia la cera,blank,Purgatorio,18
Le tue parole e 'l mio seguace ingegno,blank,Purgatorio,18
m'hanno amor discoverto ma ciò m'ha fatto di dubbiar più pregno ché s'amore è di fuori a noi offerto e l'anima non va con altro piede se dritta o torta va non è suo merto,blank,Purgatorio,18
Quanto ragion qui vede dir ti poss' io da indi in là t'aspetta pur a Beatrice ch'è opra di fede Ogne forma sustanzïal che setta è da matera ed è con lei unita specifica vertute ha in sé colletta la qual sanza operar non è sentita né si dimostra mai che per effetto come per verdi fronde in pianta vita Però là onde vegna lo 'ntelletto de le prime notizie omo non sape e de' primi appetibili l'affetto che sono in voi sì come studio in ape di far lo mele e questa prima voglia merto di lode o di biasmo non cape Or perché a questa ogn' altra si raccoglia innata v'è la virtù che consiglia e de l'assenso de' tener la soglia Quest' è 'l principio là onde si piglia ragion di meritare in voi secondo che buoni e rei amori accoglie e viglia Color che ragionando andaro al fondo s'accorser d'esta innata libertate però moralità lasciaro al mondo Onde poniam che di necessitate surga ogne amor che dentro a voi s'accende di ritenerlo è in voi la podestate La nobile virtù Beatrice intende per lo libero arbitrio e però guarda che l'abbi a mente s'a parlar ten prende,blank,Purgatorio,18
Maria corse con fretta a la montagna e Cesare per soggiogare Ilerda punse Marsilia e poi corse in Ispagna,blank,Purgatorio,18
Ratto ratto che 'l tempo non si perda per poco amor,blank,Purgatorio,18
che studio di ben far grazia rinverda,blank,Purgatorio,18
O gente in cui fervore aguto adesso ricompie forse negligenza e indugio da voi per tepidezza in ben far messo questi che vive e certo i' non vi bugio vuole andar sù pur che 'l sol ne riluca però ne dite ond' è presso il pertugio,blank,Purgatorio,18
Vieni di retro a noi e troverai la buca Noi siam di voglia a muoverci sì pieni che restar non potem però perdona se villania nostra giustizia tieni Io fui abate in San Zeno a Verona sotto lo 'mperio del buon Barbarossa di cui dolente ancor Milan ragiona E tale ha già l'un piè dentro la fossa che tosto piangerà quel monastero e tristo fia d'avere avuta possa perché suo figlio mal del corpo intero e de la mente peggio e che mal nacque ha posto in loco di suo pastor vero,blank,Purgatorio,18
Volgiti qua vedine due venir dando a l'accidïa di morso,blank,Purgatorio,18
Prima fue morta la gente a cui il mar s'aperse che vedesse Iordan le rede sue E quella che l'affanno non sofferse fino a la fine col figlio d'Anchise sé stessa a vita sanza gloria offerse,blank,Purgatorio,18
Io son,blank,Purgatorio,19
io son dolce serena che ' marinari in mezzo mar dismago tanto son di piacere a sentir piena Io volsi Ulisse del suo cammin vago al canto mio e qual meco s'ausa rado sen parte sì tutto l'appago,blank,Purgatorio,19
O Virgilio Virgilio chi è questa,blank,Purgatorio,19
Almen tre voci t'ho messe,blank,Purgatorio,19
Surgi e vieni troviam l'aperta per la qual tu entre,blank,Purgatorio,19
Venite qui si varca,blank,Purgatorio,19
Qui lugent,blank,Purgatorio,19
Che hai che pur inver' la terra guati,blank,Purgatorio,19
Con tanta sospeccion fa irmi novella visïon ch'a sé mi piega sì ch'io non posso dal pensar partirmi,blank,Purgatorio,19
Vedesti,blank,Purgatorio,19
quell'antica strega che sola sovr' a noi omai si piagne vedesti come l'uom da lei si slega Bastiti e batti a terra le calcagne li occhi rivolgi al logoro che gira lo rege etterno con le rote magne,blank,Purgatorio,19
Adhaesit pavimento anima mea,blank,Purgatorio,19
O eletti di Dio li cui soffriri e giustizia e speranza fa men duri drizzate noi verso li alti saliri,blank,Purgatorio,19
Se voi venite dal giacer sicuri e volete trovar la via più tosto le vostre destre sien sempre di fori,blank,Purgatorio,19
Spirto in cui pianger matura quel sanza 'l quale a Dio tornar non pòssi sosta un poco per me tua maggior cura Chi fosti e perché vòlti avete i dossi al sù mi dì e se vuo' ch'io t'impetri cosa di là ond' io vivendo mossi,blank,Purgatorio,19
Perché i nostri diretri rivolga il cielo a sé saprai ma prima scias quod ego fui successor Petri Intra Sïestri e Chiaveri s'adima una fiumana bella e del suo nome lo titol del mio sangue fa sua cima Un mese e poco più prova' io come pesa il gran manto a chi dal fango il guarda che piuma sembran tutte l'altre some La mia conversïone omè fu tarda ma come fatto fui roman pastore così scopersi la vita bugiarda Vidi che lì non s'acquetava il core né più salir potiesi in quella vita per che di questa in me s'accese amore Fino a quel punto misera e partita da Dio anima fui del tutto avara or come vedi qui ne son punita Quel ch'avarizia fa qui si dichiara in purgazion de l'anime converse e nulla pena il monte ha più amara Sì come l'occhio nostro non s'aderse in alto fisso a le cose terrene così giustizia qui a terra il merse Come avarizia spense a ciascun bene lo nostro amore onde operar perdési così giustizia qui stretti ne tene ne' piedi e ne le man legati e presi e quanto fia piacer del giusto Sire tanto staremo immobili e distesi,blank,Purgatorio,19
Qual cagion,blank,Purgatorio,19
in giù così ti torse,blank,Purgatorio,19
Per vostra dignitate mia coscïenza dritto mi rimorse,blank,Purgatorio,19
Drizza le gambe lèvati sù frate,blank,Purgatorio,19
non errar conservo sono teco e con li altri ad una podestate Se mai quel santo evangelico suono che dice 'Neque nubent' intendesti ben puoi veder perch' io così ragiono Vattene omai non vo' che più t'arresti ché la tua stanza mio pianger disagia col qual maturo ciò che tu dicesti Nepote ho io di là c'ha nome Alagia buona da sé pur che la nostra casa non faccia lei per essempro malvagia e questa sola di là m'è rimasa,blank,Purgatorio,19
Dolce Maria,blank,Purgatorio,20
Povera fosti tanto quanto veder si può per quello ospizio dove sponesti il tuo portato santo,blank,Purgatorio,20
O buon Fabrizio con povertà volesti anzi virtute che gran ricchezza posseder con vizio,blank,Purgatorio,20
O anima che tanto ben favelle dimmi chi fosti,blank,Purgatorio,20
e perché sola tu queste degne lode rinovelle Non fia sanza mercé la tua parola s'io ritorno a compiér lo cammin corto di quella vita ch'al termine vola,blank,Purgatorio,20
Io ti dirò non per conforto ch'io attenda di là ma perché tanta grazia in te luce prima che sie morto Io fui radice de la mala pianta che la terra cristiana tutta aduggia sì che buon frutto rado se ne schianta Ma se Doagio Lilla Guanto e Bruggia potesser tosto ne saria vendetta e io la cheggio a lui che tutto giuggia Chiamato fui di là Ugo Ciappetta di me son nati i Filippi e i Luigi per cui novellamente è Francia retta Figliuol fu' io d'un beccaio di Parigi quando li regi antichi venner meno tutti fuor ch'un renduto in panni bigi trova'mi stretto ne le mani il freno del governo del regno e tanta possa di nuovo acquisto e sì d'amici pieno ch'a la corona vedova promossa la testa di mio figlio fu dal quale cominciar di costor le sacrate ossa Mentre che la gran dota provenzale al sangue mio non tolse la vergogna poco valea ma pur non facea male Lì cominciò con forza e con menzogna la sua rapina e poscia per ammenda Pontì e Normandia prese e Guascogna Carlo venne in Italia e per ammenda vittima fé di Curradino e poi ripinse al ciel Tommaso per ammenda Tempo vegg' io non molto dopo ancoi che tragge un altro Carlo fuor di Francia per far conoscer meglio e sé e ' suoi Sanz' arme n'esce e solo con la lancia con la qual giostrò Giuda e quella ponta sì ch'a Fiorenza fa scoppiar la pancia Quindi non terra ma peccato e onta guadagnerà per sé tanto più grave quanto più lieve simil danno conta L'altro che già uscì preso di nave veggio vender sua figlia e patteggiarne come fanno i corsar de l'altre schiave O avarizia che puoi tu più farne poscia c'ha' il mio sangue a te sì tratto che non si cura de la propria carne Perché men paia il mal futuro e 'l fatto veggio in Alagna intrar lo fiordaliso e nel vicario suo Cristo esser catto Veggiolo un'altra volta esser deriso veggio rinovellar l'aceto e 'l fiele e tra vivi ladroni esser anciso Veggio il novo Pilato sì crudele che ciò nol sazia ma sanza decreto portar nel Tempio le cupide vele O Segnor mio quando sarò io lieto a veder la vendetta che nascosa fa dolce l'ira tua nel tuo secreto Ciò ch'io dicea di quell' unica sposa de lo Spirito Santo e che ti fece verso me volger per alcuna chiosa tanto è risposto a tutte nostre prece quanto 'l dì dura ma com' el s'annotta contrario suon prendemo in quella vece Noi repetiam Pigmalïon allotta cui traditore e ladro e paricida fece la voglia sua de l'oro ghiotta e la miseria de l'avaro Mida che seguì a la sua dimanda gorda per la qual sempre convien che si rida Del folle Acàn ciascun poi si ricorda come furò le spoglie sì che l'ira di Iosüè qui par ch'ancor lo morda Indi accusiam col marito Saffira lodiamo i calci ch'ebbe Elïodoro e in infamia tutto 'l monte gira Polinestòr ch'ancise Polidoro ultimamente ci si grida 'Crasso dilci che 'l sai di che sapore è l'oro' Talor parla l'uno alto e l'altro basso secondo l'affezion ch'ad ir ci sprona ora a maggiore e ora a minor passo però al ben che 'l dì ci si ragiona dianzi non era io sol ma qui da presso non alzava la voce altra persona,blank,Purgatorio,20
Non dubbiar mentr' io ti guido,blank,Purgatorio,20
Glorïa in excelsis,blank,Purgatorio,20
Deo,blank,Purgatorio,20
O frati miei Dio vi dea pace,blank,Purgatorio,21
Nel beato concilio ti ponga in pace la verace corte che me rilega ne l'etterno essilio,blank,Purgatorio,21
Come,blank,Purgatorio,21
se voi siete ombre che Dio sù non degni chi v'ha per la sua scala tanto scorte,blank,Purgatorio,21
Se tu riguardi a' segni che questi porta e che l'angel profila ben vedrai che coi buon convien ch'e' regni Ma perché lei che dì e notte fila non li avea tratta ancora la conocchia che Cloto impone a ciascuno e compila l'anima sua ch'è tua e mia serocchia venendo sù non potea venir sola però ch'al nostro modo non adocchia Ond' io fui tratto fuor de l'ampia gola d'inferno per mostrarli e mosterrolli oltre quanto 'l potrà menar mia scola Ma dimmi se tu sai perché tai crolli diè dianzi 'l monte e perché tutto ad una parve gridare infino a' suoi piè molli,blank,Purgatorio,21
Cosa non è che sanza ordine senta la religione de la montagna o che sia fuor d'usanza Libero è qui da ogne alterazione di quel che 'l ciel da sé in sé riceve esser ci puote e non d'altro cagione Per che non pioggia non grando non neve non rugiada non brina più sù cade che la scaletta di tre gradi breve nuvole spesse non paion né rade né coruscar né figlia di Taumante che di là cangia sovente contrade secco vapor non surge piu avante ch'al sommo d'i tre gradi ch'io parlai dov' ha 'l vicario di Pietro le piante Trema forse più giù poco o assai ma per vento che 'n terra si nasconda non so come qua sù non tremò mai Tremaci quando alcuna anima monda sentesi sì che surga o che si mova per salir sù e tal grido seconda De la mondizia sol voler fa prova che tutto libero a mutar convento l'alma sorprende e di voler le giova Prima vuol ben ma non lascia il talento che divina giustizia contra voglia come fu al peccar pone al tormento E io che son giaciuto a questa doglia cinquecent' anni e più pur mo sentii libera volontà di miglior soglia però sentisti il tremoto e li pii spiriti per lo monte render lode a quel Segnor che tosto sù li 'nvii,blank,Purgatorio,21
Omai veggio la rete che qui vi 'mpiglia e come si scalappia perché ci trema e di che congaudete Ora chi fosti piacciati ch'io sappia e perché tanti secoli giaciuto qui se' ne le parole tue mi cappia,blank,Purgatorio,21
Nel tempo che 'l buon Tito con l'aiuto del sommo rege vendicò le fóra ond' uscì 'l sangue per Giuda venduto col nome che più dura e più onora era io di là,blank,Purgatorio,21
famoso assai ma non con fede ancora Tanto fu dolce mio vocale spirto che tolosano a sé mi trasse Roma dove mertai le tempie ornar di mirto Stazio la gente ancor di là mi noma cantai di Tebe e poi del grande Achille ma caddi in via con la seconda soma Al mio ardor fuor seme le faville che mi scaldar de la divina fiamma onde sono allumati più di mille de l'Eneïda dico la qual mamma fummi e fummi nutrice poetando sanz' essa non fermai peso di drama E per esser vivuto di là quando visse Virgilio assentirei un sole più che non deggio al mio uscir di bando,blank,Purgatorio,21
Taci,blank,Purgatorio,21
Se tanto labore in bene assommi,blank,Purgatorio,21
perché la tua faccia testeso un lampeggiar di riso dimostromi,blank,Purgatorio,21
Non aver paura,blank,Purgatorio,21
di parlar ma parla e digli quel ch'e' dimanda con cotanta cura,blank,Purgatorio,21
Forse che tu ti maravigli antico spirto del rider ch'io fei ma più d'ammirazion vo' che ti pigli Questi che guida in alto li occhi miei è quel Virgilio dal qual tu togliesti forte a cantar de li uomini e d'i dèi Se cagion altra al mio rider credesti lasciala per non vera ed esser credi quelle parole che di lui dicesti,blank,Purgatorio,21
Frate non far ché tu se' ombra e ombra vedi,blank,Purgatorio,21
Or puoi la quantitate comprender de l'amor ch'a te mi scalda quand' io dismento nostra vanitate trattando l'ombre come cosa salda,blank,Purgatorio,21
Amore acceso di virtù sempre altro accese pur che la fiamma sua paresse fore onde da l'ora che tra noi discese nel limbo de lo 'nferno Giovenale che la tua affezion mi fé palese mia benvoglienza inverso te fu quale più strinse mai di non vista persona sì ch'or mi parran corte queste scale Ma dimmi e come amico mi perdona se troppo sicurtà m'allarga il freno e come amico omai meco ragiona come poté trovar dentro al tuo seno loco avarizia tra cotanto senno di quanto per tua cura fosti pieno,blank,Purgatorio,22
Ogne tuo dir d'amor m'è caro cenno Veramente più volte appaion cose che danno a dubitar falsa matera per le vere ragion che son nascose La tua dimanda tuo creder m'avvera esser ch'i' fossi avaro in l'altra vita forse per quella cerchia dov'io era Or sappi ch'avarizia fu partita troppo da me e questa dismisura migliaia di lunari hanno punita e se non fosse ch'io drizzai mia cura quand'io intesi là dove tu chiame crucciato quasi a l'umana natura 'Per che non reggi tu o sacra fame de l'oro l'appetito de' mortali' voltando sentirei le giostre grame Allor m'accorsi che troppo aprir l'ali potean le mani a spendere e pente'mi così di quel come de li altri mali Quanti risurgeran coi crini scemi per ignoranzache di questa pecca toglie 'l penter vivendo e ne li stremi E sappie che la colpa che rimbecca per dritta opposizione alcun peccato con esso insieme qui suo verde secca però s'io son tra quella gente stato che piange l'avarizia per purgarmi per lo contrario suo m'è incontrato,blank,Purgatorio,22
Or quando tu cantasti le crude armi de la doppia trestizia di Giocasta,blank,Purgatorio,22
per quello che Clïò teco lì tasta non par che ti facesse ancor fedele la fede sanza qual ben far non basta Se così è qual sole o quai candele ti stenebraron sì che tu drizzasti poscia di retro al pescator le vele,blank,Purgatorio,22
Tu prima m'invïasti verso Parnaso a ber ne le sue grotte e prima appresso Dio m'alluminasti Facesti come quei che va di notte che porta il lume dietro e sé non giova ma dopo sé fa le persone dotte quando dicesti 'Secol si rinova torna giustizia e primo tempo umano e progenïe scende da ciel nova' Per te poeta fui per te cristiano ma perché veggi mei ciò ch'io disegno a colorare stenderò la mano Già era 'l mondo tutto quanto pregno de la vera credenza seminata per li messaggi de l'etterno regno e la parola tua sopra toccata si consonava a' nuovi predicanti ond'io a visitarli presi usata Vennermi poi parendo tanto santi che quando Domizian li perseguette sanza mio lagrimar non fur lor pianti e mentre che di là per me si stette io li sovvenni e i lor dritti costumi fer dispregiare a me tutte altre sette E pria ch'io conducessi i greci a' fiumi di Tebe poetando ebb' io battesmo ma per paura chiuso cristian fu'mi lungamente mostrando paganesmo e questa tepidezza il quarto cerchio cerchiar mi fé più che 'l quarto centesmo Tu dunque che levato hai il coperchio che m'ascondeva quanto bene io dico mentre che del salire avem soverchio dimmi dov' è Terrenzio nostro antico Cecilio e Plauto e Varro se lo sai dimmi se son dannati e in qual vico,blank,Purgatorio,22
Costoro e Persio e io e altri assai,blank,Purgatorio,22
siam con quel Greco che le Muse lattar più ch'altri mai nel primo cinghio del carcere cieco spesse fïate ragioniam del monte che sempre ha le nutrice nostre seco Euripide v'è nosco e Antifonte Simonide Agatone e altri piùe Greci che già di lauro ornar la fronte Quivi si veggion de le genti tue Antigone Deïfile e Argia e Ismene sì trista come fue Védeisi quella che mostrò Langia èvvi la figlia di Tiresia e Teti e con le suore sue Deïdamia,blank,Purgatorio,22
Io credo ch'a lo stremo le destre spalle volger ne convegna girando il monte come far solemo,blank,Purgatorio,22
Di questo cibo avrete caro,blank,Purgatorio,22
Più pensava Maria onde fosser le nozze orrevoli e intere ch'a la sua bocca ch'or per voi risponde E le Romane antiche per lor bere contente furon d'acqua e Danïello dispregiò cibo e acquistò savere Lo secol primo quant' oro fu bello fé savorose con fame le ghiande e nettare con sete ogne ruscello Mele e locuste furon le vivande che nodriro il Batista nel diserto per ch'elli è glorïoso e tanto grande quanto per lo Vangelio v'è aperto,blank,Purgatorio,22
Figliuole vienne oramai ché 'l tempo che n'è imposto più utilmente compartir si vuole,blank,Purgatorio,23
Labïa mëa Domine,blank,Purgatorio,23
O dolce padre che è quel ch'i' odo,blank,Purgatorio,23
Ombre che vanno forse di lor dover solvendo il nodo,blank,Purgatorio,23
Ecco la gente che perdé Ierusalemme quando Maria nel figlio diè di becco,blank,Purgatorio,23
omo,blank,Purgatorio,23
Qual grazia m'è questa,blank,Purgatorio,23
Deh non contendere a l'asciutta scabbia che mi scolora,blank,Purgatorio,23
la pelle né a difetto di carne ch'io abbia ma dimmi il ver di te dì chi son quelle due anime che là ti fanno scorta non rimaner che tu non mi favelle,blank,Purgatorio,23
La faccia tua ch'io lagrimai già morta mi dà di pianger mo non minor doglia,blank,Purgatorio,23
veggendola sì torta Però mi dì per Dio che sì vi sfoglia non mi far dir mentr' io mi maraviglio ché mal può dir chi è pien d'altra voglia,blank,Purgatorio,23
De l'etterno consiglio cade vertù ne l'acqua e ne la pianta rimasa dietro ond' io sì m'assottiglio Tutta esta gente che piangendo canta per seguitar la gola oltra misura in fame e 'n sete qui si rifà santa Di bere e di mangiar n'accende cura l'odor ch'esce del pomo e de lo sprazzo che si distende su per sua verdura E non pur una volta questo spazzo girando si rinfresca nostra pena io dico pena e dovria dir sollazzo ché quella voglia a li alberi ci mena che menò Cristo lieto a dire 'Elì' quando ne liberò con la sua vena,blank,Purgatorio,23
Forese da quel dì nel qual mutasti mondo a miglior vita cinqu' anni non son vòlti infino a qui Se prima fu la possa in te finita di peccar più che sovvenisse l'ora del buon dolor ch'a Dio ne rimarita come se' tu qua sù venuto ancora Io ti credea trovar là giù di sotto dove tempo per tempo si ristora,blank,Purgatorio,23
Sì tosto m'ha condotto a ber lo dolce assenzo d'i martìri la Nella mia con suo pianger dirotto Con suoi prieghi devoti e con sospiri tratto m'ha de la costa ove s'aspetta e liberato m'ha de li altri giri Tanto è a Dio più cara e più diletta la vedovella mia che molto amai quanto in bene operare è più soletta ché la Barbagia di Sardigna assai ne le femmine sue più è pudica che la Barbagia dov' io la lasciai O dolce frate che vuo' tu ch'io dica Tempo futuro m'è già nel cospetto cui non sarà quest' ora molto antica nel qual sarà in pergamo interdetto a le sfacciate donne fiorentine l'andar mostrando con le poppe il petto Quai barbare fuor mai quai saracine cui bisognasse par farle ir coperte o spiritali o altre discipline Ma se le svergognate fosser certe di quel che 'l ciel veloce loro ammanna già per urlare avrian le bocche aperte ché se l'antiveder qui non m'inganna prima fien triste che le guance impeli colui che mo si consola con nanna Deh frate or fa che più non mi ti celi vedi che non pur io ma questa gente tutta rimira là dove 'l sol veli,blank,Purgatorio,23
Se tu riduci a mente qual fosti meco e qual io teco fui ancor fia grave il memorar presente Di quella vita mi volse costui che mi va innanzi l'altr' ier quando tonda vi si mostrò la suora di colui,blank,Purgatorio,23
costui per la profonda notte menato m'ha d'i veri morti con questa vera carne che 'l seconda Indi m'han tratto sù li suoi conforti salendo e rigirando la montagna che drizza voi che 'l mondo fece torti Tanto dice di farmi sua compagna che io sarò là dove fia Beatrice quivi convien che sanza lui rimagna Virgilio è questi che così mi dice,blank,Purgatorio,23
e quest' altro è quell' ombra per cuï scosse dianzi ogne pendice lo vostro regno che da sé lo sgombra,blank,Purgatorio,23
Ella sen va sù forse più tarda che non farebbe per altrui cagione Ma dimmi se tu sai dov' è Piccarda dimmi s'io veggio da notar persona tra questa gente che sì mi riguarda,blank,Purgatorio,24
La mia sorella che tra bella e buona non so qual fosse più trïunfa lieta ne l'alto Olimpo già di sua corona,blank,Purgatorio,24
Qui non si vieta di nominar ciascun da ch'è sì munta nostra sembianza via per la dïeta Questi,blank,Purgatorio,24
Questi,blank,Purgatorio,24
è Bonagiunta Bonagiunta da Lucca e quella faccia di là da lui più che l'altre trapunta ebbe la Santa Chiesa in le sue braccia dal Torso fu e purga per digiuno l'anguille di Bolsena e la vernaccia,blank,Purgatorio,24
Gentucca,blank,Purgatorio,24
O anima,blank,Purgatorio,24
che par sì vaga di parlar meco fa sì ch'io t'intenda e te e me col tuo parlare appaga,blank,Purgatorio,24
Femmina è nata e non porta ancor benda,blank,Purgatorio,24
che ti farà piacere la mia città come ch'om la riprenda Tu te n'andrai con questo antivedere se nel mio mormorar prendesti errore dichiareranti ancor le cose vere Ma dì s'i'veggio qui colui che fore trasse le nove rime cominciando Donne ch'avete intelletto d'amore,blank,Purgatorio,24
Donne ch'avete intelletto d'amore,blank,Purgatorio,24
I' mi son un che quando Amor mi spira noto e a quel modo ch'e' ditta dentro vo significando,blank,Purgatorio,24
O frate issa vegg' io,blank,Purgatorio,24
il nodo che 'l Notaro e Guittone e me ritenne di qua dal dolce stil novo ch'i' odo Io veggio ben come le vostre penne di retro al dittator sen vanno strette che de le nostre certo non avvenne e qual più a gradire oltre si mette non vede più da l'uno a l'altro stilo,blank,Purgatorio,24
Quando fia ch'io ti riveggia,blank,Purgatorio,24
Non so,blank,Purgatorio,24
quant' io mi viva ma già non fïa il tornar mio tantosto ch'io non sia col voler prima a la riva però che 'l loco u' fui a viver posto di giorno in giorno più di ben si spolpa e a trista ruina par disposto,blank,Purgatorio,24
Or va,blank,Purgatorio,24
che quei che più n'ha colpa vegg' ïo a coda d'una bestia tratto inver' la valle ove mai non si scolpa La bestia ad ogne passo va più ratto crescendo sempre fin ch'ella il percuote e lascia il corpo vilmente disfatto Non hanno molto a volger quelle ruote,blank,Purgatorio,24
che ti fia chiaro ciò che 'l mio dir più dichiarar non puote Tu ti rimani omai ché 'l tempo è caro in questo regno sì ch'io perdo troppo venendo teco sì a paro a paro,blank,Purgatorio,24
Trapassate oltre sanza farvi presso legno è più sù che fu morso da Eva e questa pianta si levò da esso,blank,Purgatorio,24
Ricordivi,blank,Purgatorio,24
d'i maladetti nei nuvoli formati che satolli Tesëo combatter co' doppi petti e de li Ebrei ch'al ber si mostrar molli per che no i volle Gedeon compagni quando inver' Madïan discese i colli,blank,Purgatorio,24
Che andate pensando sì voi sol tre,blank,Purgatorio,24
